text,rating,date,lang
"tolong untuk perbaikan bug di bagian fusion, karena saat menjalankan tutorial terjadi bug tidak bisa di interkasi, sudah saya relok handphone tetap tidak bisa. Handphone redmi note 13 pro 4G, grafis sudah saya atur ke rendah semua tapi tetap tidak bisa, tolong kasih jawaban secepatnya",3,2025-04-11 15:02:01,id
kok berat amat yah game nya padaha ram 8 loh meditaek 85,1,2025-04-11 14:43:23,id
game sudah bagus. tolong sekarang bug gak bisa fusion tolong di perbaiki. aku punya bahan fusion banyak tapi gak bisa di gunakan karna bug,5,2025-04-11 14:39:17,id
patch yg baru sering ngebug. udah upgrade senjata gak langsung lvl naik malah stack di lvl awal. dan saat menjalankan misi/mencari artefak sering kali misi merah di awal sehingga tidak bisa 100% selesai dan mengulangi ke 2 kalinya. itu sangat tidak nyaman bagi player karena menghabiskan banyak kunci di dungeon. mohon diperbaiki bug dan diperlancar game nya karena lebih berat dan fps kadang drop jadi sering aksi terlambat (menghindar dan skill) dan perspektif kamera lebih nyaman patch sebelumnya.,2,2025-04-11 13:48:01,id
Kenapa di chapter 10 tertulis game tidak berlangsung normal ya ?,4,2025-04-11 13:13:43,id
"Game nya sudah mantap, tetapi masih banyak bug, kadang layar hitam tidak muncul gambarnya. Mohon di tingkatkan lagi 🙏",3,2025-04-11 12:10:33,id
"habis update malah tambah rusak game, stuck loading screen",1,2025-04-11 11:01:31,id
nongol biar di gift😁😁,5,2025-04-11 09:58:25,id
"kenapa ya game2 android bosenin banget, musuhnya terlalu gampang gak ada progres yang harus di capai biar bisa ngalahin boss di gamenya...",3,2025-04-11 09:28:56,id
ga jelas.. gacha ga pernah dapet bagus.. uninstall pasti.. game kelewat pelit,1,2025-04-11 08:34:29,id
"Masih banyak bug, terutama untuk login ke game saja masih sering tidak bisa, update terbaru belum ada pengaruhnya.",1,2025-04-11 08:02:59,id
dua dlu kalo bagus saya tambah bintang atau pun bulan,2,2025-04-11 07:02:56,id
setelah update analog tidak bisa di pencet tolong di bantu,1,2025-04-11 06:49:47,id
"game kadang ngecrash, kadang gak jalan di HP gwa di Poco F4, banyak sekali juga bug nya",1,2025-04-11 06:16:08,id
game keren lah pokonya ga kikir voucher gampang hari pertama bisa sampe 150 spinan mana gampang ga perlu piti 50 udah dapet dluan,5,2025-04-11 04:20:48,id
kenapa setelah update jadi gak bisa login min tolong bantuannya,1,2025-04-11 04:07:51,id
kenapa login akun saya dibatasi sampai tanggal 5-9-2025 padahal saya main tidak curang tolong diperbaiki untuk delover nya,1,2025-04-11 03:14:56,id
bagus dan menyenangkan untuk chapter nya di cepatin sampe jinwoo vs antares atau gk lawan monarch yg lain,5,2025-04-11 02:51:17,id
"bagus sih game nya ,tapi yg gk enaknya udah gcha banyak"" kadang gk ada di kasih SSR",4,2025-04-11 00:29:18,id
My Favorite Game and Movie,5,2025-04-10 23:31:18,id
"grafiknya bagus, tapi pay to win, harus top up bundle bulanan",5,2025-04-10 23:19:14,id
mantappp,5,2025-04-10 23:18:38,id
"setelah update gak bisa masuk, label unduhan udah 100% stuck, disitu",1,2025-04-10 22:45:32,id
kasih saya hoki dong,5,2025-04-10 22:05:55,id
bang ko ini saya loding trs pdhl udh dowlong ulang masih tetep udh login pke akun google masih loding ada saya nunggu 30 mnitn masih tetep kaya gitu loding trs,3,2025-04-10 21:58:13,id
"game nya banyak tombol gak bisa di pencet pdahl sinyal bagus kadang juga stuck di loading padahal sinyal bagus memang game solo loading, males banget kalo mau nyelesain story nya loading muluuu padahal sinyal bagus, males banget harus login lagi",4,2025-04-10 21:52:21,id
"Makin d update makin bnyk bug,,, loading gk gerak"",, harus relog truss,,, mau sampai kpn kek gitu min? woyy min",1,2025-04-10 21:31:50,id
mantep,5,2025-04-10 21:28:28,id
"GAME BESAR LAIN SAAT DI MAINKAN TIDAK NGE STUCK SEPERTI GAME INI, KEBANYAKAN NGE STUCK DI LOADING",1,2025-04-10 21:25:09,id
"setelah update tgl 10 april 2025 bukan nya malah hilang bug nya justru semakin menjadi, loading lama, di tunggu-tunggu gak juga bisa masuk, tolong di perbaiki lagi bug nya NETMARBLE🙏🏻",3,2025-04-10 21:21:14,id
"Saya heran kok bisa sih game sebagus ini, bansos banyak banget, kok ratingnya jelek? pasti yang ngasih bintang 1 buzzerp. Sehat-sehat terus game baik berkembang terus ga usah pedulikan buzzerp",5,2025-04-10 21:08:15,id
game yang sangat bagus,5,2025-04-10 21:08:08,id
sangat bagus di rekomendasikan,5,2025-04-10 20:53:26,id
mohon di optimalkan di hp,4,2025-04-10 20:25:48,id
terlalu banyak loading screen saat login. sekarang setelah uodate per tanggal 10/4/2025 banyak bug. update senjata hunter bermasalah!,2,2025-04-10 20:19:38,id
"udah capek2 naikin level e krn jaringan jelek dikira pakai cheat, kena ban 6 bulan dah lah, tolong dev diteliti lagi masalah jaringan jgn langsung ban2 aja",1,2025-04-10 20:05:59,id
"bug loading lama, for close, frame drop parah😮‍💨",2,2025-04-10 20:05:42,id
setelah update data yang saya dowload ilang semua,1,2025-04-10 20:05:08,id
tambahin custom tata letak control yang bebas dan bisa di besar kecilin juga,4,2025-04-10 19:59:09,id
"bagus sih game nya, cuma perbanyak lagi deh event nya, dapetin sumber daya rata rata dari event doang soal nya. kalo dari hadiah game dikit banget dapet nya, padahal buat upgrade apapun harga nya lumayan mahal",5,2025-04-10 19:50:56,id
bagi yg ngeleg itu emnv hpnya aja yg kntng,5,2025-04-10 19:46:15,id
ngestuck d label unduhan 100% mulu,1,2025-04-10 19:26:57,id
Bug nya tolong di benerin,1,2025-04-10 19:07:16,id
sering terjadi bug dan harus relog mohon bantuan nya agar di perbaiki sebenarnya bagus tapi terlalu banyak bug 🙏🙏,3,2025-04-10 18:24:21,id
setelah update gabisa masuk stuck loading,3,2025-04-10 18:24:08,id
mantap s25 ultra,5,2025-04-10 18:16:16,id
"setelah update saya stuck di loading, disana tertulis tabel unduhan 100%",1,2025-04-10 17:46:54,id
game standart tapi yang di download banyak,1,2025-04-10 17:41:10,id
"Dari yang saya mainkan game ini sudah bagus kurang lebih grafik yg hd dan gambar karakternya sudah bagus, saya rekomendasikan jika kalian peminat game solo leveling",5,2025-04-10 17:31:32,id
udah update 100% malah gak bisa login ada yang sama?,3,2025-04-10 17:29:01,id
"hallo saya ingin melaporkan kendala yang terjadi, setelah update, terjadi bug, yaitu hunter tidak bergerak. mohon di tindak lanjuti.Terimakasih",1,2025-04-10 17:10:37,id
pas main di pulau jeju lawan beru damagenya tidak sesuai dengan BP nya.... masak gua yg BP 450k damage 4-6 jt... sedangkan orng lain BPnya cuman 360k damagenya sampek 15jt++ Jian ndak masuk akal sayangnya google play tidak mendukung foto buat komentar... jadi ndak ada buat buktinya,1,2025-04-10 17:06:42,id
👍,4,2025-04-10 16:57:20,id
bagus dan tetap lah bagus,5,2025-04-10 16:21:17,id
setiap update selalu stak di awal game nya dak mau masuk padahal sdh 100 persen,1,2025-04-10 15:34:34,id
di update malah nambah parah bug nya sampai di menu gamenya aja ngestak,1,2025-04-10 15:26:45,id
"ini gimana ya? saya patch tapi di stop sama sistem, katanya internal saya kurang dan butuh free 4Gb lagi untuk menyelesaikan patch. Padahal internal saya masih free 11Gb",2,2025-04-10 15:14:54,id
segini dlu karna banyak bug yg harus di fixed masalahnya seperti yg sudah di bahas sama yg lain moga game ini bisa secepatnya memperbaiki bug yg ada di game terimaksih,3,2025-04-10 15:07:13,id
Good Game Smooth and Enjoy by ROG Phone,5,2025-04-10 15:01:44,id
"sangat disayangkan, game dengan kualitas grafik sebagus ini gak punya fitur chat, gak heran sih meskipun game bagus tapi sepi peminat.",1,2025-04-10 14:06:42,id
permudah melawan bos nya.,5,2025-04-10 14:05:03,id
banyak bug nya gabisa masuk di tabel unduhan stuck di 100 persen,1,2025-04-10 13:56:15,id
Karakter tidak bisa bergerak,5,2025-04-10 13:35:21,id
gamenya bagus tapi agak pelit,5,2025-04-10 13:31:04,id
bayangannya waktu di spawn gak ada bayangan nya cuman serangannya secara keseluruhan bagus cuman itu aja.,3,2025-04-10 13:29:53,id
bagus sih tapi minus nya data nya kegedean dan dikit- dikit update kasihan lah sama yg HP nya gk muat sorry kalau nyinggung 😅😇😇,5,2025-04-10 13:17:57,id
"dari segi story dan grafik ok banget, buat yg baru main disarankan udh android 10 ke atas biar enak main nya.",4,2025-04-10 12:45:28,id
👍👍👍👍,5,2025-04-10 12:43:58,id
wih keren setiap senjatanya punya skilnya masing masing wo ini sih keren banget,5,2025-04-10 12:21:13,id
gila sung jinwoo mewing bgt🗿🤣,5,2025-04-10 11:54:38,id
terbaik game mudahkan untuk dpt aitem,5,2025-04-10 11:53:23,id
setelah update ga bisa main lagi,2,2025-04-10 11:46:07,id
"Game bagus,grafik oke,cuman banyak bug doang",4,2025-04-10 11:31:33,id
game sangat bagus dan saya juga suka anime nya oke 👍,5,2025-04-10 11:18:27,id
Great game,5,2025-04-10 10:56:13,id
mantap sekali,5,2025-04-10 10:13:03,id
"saran saya mohon segera atasi masalah bug yang sedang terjadi akhir "" ini",1,2025-04-10 09:52:18,id
grafik ny bgs bgtttt,5,2025-04-10 09:20:13,id
game ini sangat bagus dan alur cerita nya bagus juga namun saya beri bintang 4 karena selalu lag mulu,4,2025-04-10 09:19:41,id
gem nya seru poko nya seru aja jangan lupa download gem ini iya,5,2025-04-10 08:59:21,id
aku gua diban kga jelas..,1,2025-04-10 08:55:09,id
tolong draw rate buat dapetin Hunter rank s/nasional nya di naikin,5,2025-04-10 08:48:57,id
kenapa harus maintenance sih💔💔😭,4,2025-04-10 08:48:34,id
"game bagus, cuman hp saya aja yg jelek",5,2025-04-10 08:43:39,id
Hp gaming wajar lancar hp Entry Level Yah kecewa dikit saya kasih 3 bintang saja 😮‍💨,3,2025-04-10 07:11:15,id
"stuck di loding, solo mewing",1,2025-04-10 02:00:31,id
tolong download data nya jangan diem terus cape gw nungguin dowload data mulu apa lagiii nggaaa bisaa digerakin udah download data nya lama nga bisa belah layar lagi malah nambah gabt,4,2025-04-10 00:35:26,id
susah farming resource karena serba random. It's hard to get resources because they're all random,1,2025-04-09 21:48:34,id
kok punya gua gak bisa di mainin/dibuka,2,2025-04-09 21:42:50,id
game nya bagus sisah nya tinggal banyakin bansos supaya GK perlu farming Berjam jam untuk gacha,5,2025-04-09 20:53:06,id
"inponya suhu, penyimpanan masih 10gb tapi gk bs download data padahal cuma 16 mb",3,2025-04-09 19:41:45,id
"overall ini gamenya sudah sangat bagus,cuman kendalanya hanya berada pada bug nya yang sering muncul ntah di loading screen atau saat lagi bermain,untuk developer mohon untuk di lihat dan di tinjau lagi perbaikan bug nya karena ini sangat mengganggu permainan yang tidak maksimal lagi",5,2025-04-09 19:30:35,id
padahal gua baru coba main eh malah stuck di loading tolong diperbaiki soalnya mau main malah stuck di loading,1,2025-04-09 19:27:19,id
"well seperti dugaan udah di uninstall setahun, berharap ada perbaikan terhadap bug dan kesalahan program yang mungkin tidak berjalan menyebabkan keanehan yang lucu, pas di install lagi ternyata tidak ada perbaikan sama sekali cukup kecewa karena tidak ada perbaikan padahal sudah keren menggarap dari anime dan manhwa nya",1,2025-04-09 18:04:04,id
"langsung ke intinya aj , loading macet udah mana lama banget , gameplay patah patah padahal udah rata kiri . saran : kurangin macet loading nya Sama , buat lebih friendly sama hp ram 4",2,2025-04-09 16:54:16,id
gemenya banyak bug dev yang salah player yang kena band ampas,1,2025-04-09 14:45:19,id
"sering stuck pas loading in game, harus reloc dulu selain itu semua bagus tolong segera di perbaiki !",3,2025-04-09 13:27:12,id
"kek monyet game.. lag Mulu padahal jaringan internet ga ada masalah, siap quest malah ngestak loading nya.hedeh lahh",2,2025-04-09 11:40:02,id
force close,1,2025-04-09 10:51:28,id
tolong segera diperbaiki dah bug² nya,3,2025-04-09 10:08:10,id
"min, tolong di perbaiki ya kenapa ada notifikasi kapasitas penyimpanan kurang? Padahal penyimpanan hp saya masih banyak",3,2025-04-09 09:43:26,id
maksa pler sabar dikit napa updatenya,1,2025-04-09 07:09:28,id
sekarang mulai ga ramah f2p,3,2025-04-09 03:01:48,id
ok.,1,2025-04-09 01:33:13,id
download nya terlalu banyak.mohon di buat kebijakan supaya tidak terlalu banyak waktu terbuang,2,2025-04-09 00:04:26,id
banyak bug nya kadang GK bisa di pencet,2,2025-04-08 23:12:34,id
"permainan bagus dan seru, tpi tiap pindah dari loby ke gate, dan begitu pun sebaliknya tetap ngebug(loading ny lama) terpaksa out dan login terus... padahal HP saya sudah spek yg mumpuni untuk main game ini, untuk developer game mohon diperhatikan, kalau begini terus ini game bisa sepi dan bisa dibilang gagal",2,2025-04-08 22:47:47,id
kok pas looding baru download malah ngestack padahal udh 100%,2,2025-04-08 20:29:32,id
"gamenya udh bagus dan seru, tapi sayangnya digameplay masih patah²/ngeframe padahal sinyal kenceng hp gaming ram 8/256 masih patah²",3,2025-04-08 20:18:38,id
"Awalnya enak tapi tiap kali mau next chapter malah black screen terus tapi suara gamenya tetap jalan, bisa dibenerin gak ?",3,2025-04-08 16:18:52,id
jangan sekali-sekali kalian download game ini ya karena game ini tidak bisa dimainin banyak-banyaknya banyak game yang masih bagus pada ini dan tidak bisa dimainin sudah sampai berkali-kali saya mencoba tetapi tidak bisa dimainin game ini sangat sangat jelek di rekomendasi game ini harus tidak ada di sini karena karena tidak guna banyak bukti yang sudah bermunculan di komen seperti bintang 1 seperti saya yang bintang satu ini game,1,2025-04-08 15:30:28,id
terkadang pas masuk dalam game aku gak bisa pencet apa apa gerakin Karak juga gak bisa ngeliatin sekeliling juga gak bisa tolong perbaiki bagian sini,3,2025-04-08 15:00:57,id
"game sampah bnyak lag terus sistem eror suka keluar sendiri ,,",1,2025-04-08 13:49:20,id
"terlalu banyak data yg di unduh,setelah selesai malah lemot dan pada saat baru mulai ques pertama aja harus ulang lagi dan itu pun lama memang game nya masih kurang baik dan memakan data yg bnyak dan itu jgk blom bisa stabil di Android",1,2025-04-08 12:47:23,id
game apaan ini tabel unduhan udah 100 masih belum bisa dimainin,3,2025-04-08 12:20:36,id
gk bisa longin,1,2025-04-08 12:01:13,id
"udah nunggu lama buat download 2gb lebih pas selesai malah ngestuck terus,tolong di perbaikin dong ini dev nyh",1,2025-04-08 11:50:02,id
"gamenya ngecrash terus, padahal device saya sudah mencukupi minimal ram nya, mohon secepatnya di fix bugnya",1,2025-04-08 11:17:48,id
saya pake Xiaomi pad 6 sering banget stuck di loading screen membuat experience nya tidak baik,1,2025-04-08 11:03:09,id
game aneh banyak bug,1,2025-04-08 09:21:12,id
menurut saya ini MMORPG yang menantang,5,2025-04-08 07:50:37,id
grafiknya bagus cuma tolong bug dari loading pas mau masuk ke game atau keluar dari game mohon di perbaiki suka stak terus dan itu yang membuat saya kesal saat bermain,3,2025-04-08 05:45:26,id
"game nya udah bagus,cara bertarung,karakter,mekanik,senjata overall bagus tapi ada bug atau apa di setiap loading screen saya selalu ngestuck bahkan semenit lebih. tolong dilerbaiki",4,2025-04-08 01:13:22,id
udah lama downloadnya patch sampai 7gb udah selesai eh dibuka lagi suruh donwload lagi... tolong admin diperbaiki... data udah 10gb suruh download mulai awal lagi 7gb....belum main udah ribet,3,2025-04-07 22:31:43,id
satu kata dasar game gattell baru instalasi gak bisa di mainkan ini nih calon 2 game yang gak laku di pasaran,1,2025-04-07 21:54:27,id
banyak kali pun bugnya,1,2025-04-07 21:22:02,id
game buruk semua data telah didownload tapi tidak dimainkan pada perangkat bagus sinyal bagus tapi hanyalah stay di loading screen doang game buruk bintang 1,1,2025-04-07 20:43:33,id
the best game i ever had ❤️,5,2025-04-07 20:42:30,id
untuk grafik nya bagus😎 tapi pas main 2 kali gw balas chat pas main lagi ada peringatan apk ini butu ruang penyimpanan ya banyak nah karena peringatan ini apk yang ada di HP gw gw hapus pas login lagi di gem solo leveling bisa main lagi pas abis main gw login ulang lah ada lagi peringatan masih butu ruang penyimpanan nah gw hapus 4 apk di HP gw pas login lagi masih butu ruang penyimpanan jadi kalian yang mau main ini gem harus HP yang ram nya 10,2,2025-04-07 20:11:10,id
berat bet ini game,3,2025-04-07 19:45:26,id
"sorry 1 bintang aja, ngeban asal²an perkara pake gamebooster bawaan xiaomi pdhl tinggal ringanin hukuman ini mirip saya yang pake cheater sama aja hukumannya alahh game ngebug",1,2025-04-07 14:50:49,id
kenapa jadi gabisa dimainkan mulu ini game? quest jadi ga selesai dan event terabaikan,1,2025-04-07 13:14:38,id
"tolong di perbaiki lagi ini game,sumpah masa lag banget saat ngeklaim hadiah sama sering stuck tiba"".kadang juga layarnya blank item doang. jadi tolong di optimalkan lagi sisanya sudah bagus",3,2025-04-07 13:00:01,id
"game nya seru,😁",1,2025-04-07 12:55:08,id
"game nya bagus cuman KL lawan musuh ada waktu nya bagi orang pemula susah KL lawan musuh ada waktunya, LG lawan musuh waktu nya abis jadi kalah tolong di hilangkan waktu nya donk",3,2025-04-07 11:03:33,id
game nya sudah bagus mungkin terlalu berat di sebagian device,4,2025-04-07 10:44:23,id
sering x ngebugg,1,2025-04-07 10:37:50,id
tambahkan lebih banyak Hunter dan event untuk player gratisan,4,2025-04-07 08:50:07,id
"emang babi, bug terus menerus, freeze, blank screen, stack loading, auto kembali ke lobby tolong diperbaiki",2,2025-04-07 08:34:37,id
udah di download tapi belum bisa di mainkan,1,2025-04-07 07:49:25,id
"5 star . 8,8 rating",5,2025-04-07 06:23:53,id
jelek banget game nya gk sesuai anime dan gk dapat login ke game ngesatck di loading pertama,1,2025-04-07 02:28:56,id
"bagus, minus kikir",5,2025-04-07 01:51:09,id
bug di episode 17 perbaiki lahhh bugnyaa,1,2025-04-07 01:44:23,id
Tolong min untuk pasukan bayangannya jangan di limit waktu tapi biarkan mereka bertarung sampai darah penghabisan..,1,2025-04-07 01:19:45,id
"bug terus, tolong lah yg bikin game, perbaiki lgi game nya, kalo sekiranya gabisa main di hp, gausah php, gajelas banget,",1,2025-04-07 00:44:42,id
jangan jadi kikir kek game sebelah inisial pembuat Hoyo-,5,2025-04-07 00:34:50,id
Game ampas kaya animenya banyak bug,1,2025-04-06 23:12:46,id
abnormally activities when I'm try to improve battlefield of time it's so annoying!!,1,2025-04-06 22:45:50,id
gas,5,2025-04-06 22:08:32,id
berat si game nya,3,2025-04-06 21:28:37,id
game nya cokk,5,2025-04-06 21:19:50,id
Saya sangat menyukai game nya kualitas grafiknya. Bagus banget kisah nya seruh tetapi mungkin. Karena kualitas grafiknya dan virtur nya yang banyak jadinya. Sering terjadi ngeleg saat saya memainkannya.,5,2025-04-06 20:47:43,id
game nya enak sih tolong dong min saya main udah level 98 tapi malah diiban 30hari pendaftaran rank 30 hari padahal gak pakai cit tolong di perbaiki lagi bug nya juga min,5,2025-04-06 20:17:54,id
tolong untuk developer game ini loading saat masuk gamenya di mohonkan untuk lebih cepat karena sangat lama sekali dan juga saat di gamenya kadang-kadang ngebug loadingnya tidak berjalan stuck,2,2025-04-06 20:03:12,id
"sangat tidak nyaman main game dengan bug di loading atau server yang lemah, sekali main berpuluh kali relog, padahal untuk gameplay dan grafik nya sudah bagus, tolong di perbaiki lagi dear admin",4,2025-04-06 18:33:50,id
"banyak banget bug nya, sangking banyaknya bug malah playernya yang di banned gara-gara bug, sialan!! perbaiki lah mohon developer",1,2025-04-06 18:33:23,id
suka ngestuck di loading,3,2025-04-06 17:02:36,id
sangat jelek dan tidak bisa di mainkan karena sering ngestuck saat login,1,2025-04-06 15:53:31,id
Mantap!! Game terbaik,5,2025-04-06 14:56:28,id
gameplay udh bagus cuman dikit' stuck loading dikitt' layar item gimna si min,3,2025-04-06 14:37:03,id
Setiap mau masuk selalu harus download data terus,4,2025-04-06 14:30:27,id
"apa penyebab penyalh gunaan login, gak makek cheet, bug malah kenak pinalti gimana ni adminnya lol",1,2025-04-06 14:07:19,id
suka bug hitam layar terus grafiknya jelek😤😤,1,2025-04-06 12:39:11,id
"game nya sudah bagus, hanya saja tolong dari segi server nya ditingkatkan agar tidak terjadi kesalahan ketikan mau masuk gate atau story. saya selalu mengalami game crash disitu. dan repot ke customer service tidak membantu sama sekali di dalam gamenya🙏",3,2025-04-06 11:58:57,id
Kebanyakan loading stuck,2,2025-04-06 11:57:58,id
tidak bisa lanjut di kisah chapter 17 di misi kesalahan pengukuran,1,2025-04-06 10:44:49,id
untuk gamenya saya belum main TPI pas login lama jadi dipercepat ya,1,2025-04-06 09:52:08,id
"bagus game nya, cuma perbaiki lagi untuk masalah jaringan .",4,2025-04-06 07:24:44,id
Jagan di download karena data file nya terlalu banyak untuk di download,1,2025-04-06 03:04:46,id
parah ini game udah instal ulang tetep aja stuck loading mau macth dah pensi aja...padahal sinyal bagus pakek wifi pun sama dah capek lain kali perbaiki dulu baru di rilis .,1,2025-04-05 23:36:44,id
rate off mulu kk,5,2025-04-05 23:06:54,id
sumpah ini game keren bet buat yg bikin game ini gw minta terimakasih se tulusnya karna gw baru nonton ni anime sumpah animenya keren bet dan pas gw cari gamenya lah kok ad yaudah gw Dow dan ternyata game bagus para grafiknya keren bet dan juga game ini mengikuti alur awalnya sampai kuat buat lu yg bikin game lu 👍👍👍👍👍👍👍,5,2025-04-05 20:52:43,id
"Ini game sering kali ngebug,lagi enak main ngebug,lagi loding juga ngebug,jadi harus star ulang dr login awal,tolong lah dibenerin lagi",2,2025-04-05 20:42:49,id
"game nya udh bagus visual efek nya juga mantap, bagi yang bilang ngestuck lah lag lah mungkin HP lu aja yang kentang🗿",5,2025-04-05 20:15:21,id
ngebug cuyy musuhnya malah gk keliatan,1,2025-04-05 19:36:48,id
Ngestuck pas tabel unduhan awal2,2,2025-04-05 19:06:09,id
bug loading mulu,2,2025-04-05 17:57:13,id
"geme apa ini, di install di hp rog 2 kok malah bikin hp mati mati terus. apakah hp gwe ga support?.",1,2025-04-05 17:20:12,id
g bisa login minn,1,2025-04-05 16:56:46,id
Game ini sangat bagus. grafik nya hd. dan story dari gamenya sangat bagus.dan maaf saya hanya memberi bintang 4.karena game ini lumayan ngelag. tapi overall game ini bagus,4,2025-04-05 16:13:25,id
game nya ez BG RPG apanya kok ez game SD,1,2025-04-05 14:41:29,id
"bug nya banyak banget ampun dah, ngestuck mulu buset",1,2025-04-05 13:02:44,id
tidak bisa login game ampas cuman liat jinwo ama beru aja ga bisa masuk,1,2025-04-05 12:44:49,id
"untuk serangannya ga ada auto aim kayak pgr, biar kita ga miss waktu nyerang",3,2025-04-05 12:20:06,id
bagus dehh banyakin hokinya lahh Klo gacha,5,2025-04-05 11:49:54,id
tolong ini game nya suka keluar sendiri,3,2025-04-05 10:51:27,id
game nya kerenn,5,2025-04-05 10:31:59,id
"game nya udah bagus,grafik mantap seperti game rpg yang lain nya cuman gua pengen ni game jangan ada waktu saat maen jadi kita lebih bebas leluasa, oh ya jgn lupa ilangin bug selebihnya bagus semua 🔥",4,2025-04-05 09:47:11,id
👹👺👹👺 bangett sama dengan orang,1,2025-04-05 09:00:14,id
"game ampas tutorial aja nge bug, ga bisa di apa apain, di suruh gerakan analog malah ga gerak gerak pdhl udah rilog berkali-kali, padahal di loading screen dll lancar aja , ngabisin waktu donwload nya semalaman",1,2025-04-05 08:20:25,id
gak bisa main,1,2025-04-05 08:20:11,id
Bagus Bangeettt,5,2025-04-05 07:50:00,id
Can't play in android emulator,1,2025-04-05 07:42:54,id
"abis update ada bug , aku pake senjata ikan merlin ( ssr ) dan senjata pedang besar api ( sr ) . Pas maen... ke2 senjata itu gabung jadi 1 jadi kelihatan aneh .Trus pas maen gate dan gonta ganti skill ehh rune QUICK skill ke reset terus",4,2025-04-05 07:09:44,id
baru mau main udah ng stuck aja di loading game nya,1,2025-04-05 05:45:02,id
"kurangin tutorial, biarkan player explore sendiri gausah kabanyakan tutorial ini itu kudu ini kudu itu",2,2025-04-05 04:05:19,id
saya tidak bisa login setelah menginstal aplikasi ini tolong di perbaiki lagi game nya mohon maaf,1,2025-04-05 03:20:04,id
"udah download lama lama ngebug terus padahal Netmarble terkenal game yang keren tapi ntah kenapa ini sangat mengecewakan, tolong di benerin lah",1,2025-04-05 00:39:10,id
"gamenya rusak ini ya? , kog banyak banget bugnya, perbaiki dong khususnya diandroid, sering error",1,2025-04-04 23:57:13,id
unstable !,1,2025-04-04 23:29:41,id
"tiap gw main sering freeze knp dah,tolong dah masa gini trus,jdi mles main gw kalo sering gitu",2,2025-04-04 22:43:40,id
updatenya lama banyak bug nya dari segi gemplay udah bagus tolong perbaiki lagi dan cepetin updatenya,2,2025-04-04 21:51:51,id
"This game has too many bugs, such as stuck loading, T-Pose, no analog control, loading occurs in the middle of the game or fight which causes death, being hit by Game Encounter.In terms of gameplay, it's good, but there are too many bugs and it's too heavy for mobile phones. If this game was optimized, it could sell well.",3,2025-04-04 21:45:04,id
harus bet dah ad timer sekali musuhnya sekarat timer nya habis kenapa gitu harus be timer,3,2025-04-04 19:20:48,id
ini login nya bermasalah gimana ya,1,2025-04-04 18:44:11,id
sering stuck loading,2,2025-04-04 18:15:32,id
woe taekk napa 8 gb bjirrr game baguss tpi memo buanyak bet,4,2025-04-04 18:10:01,id
Dari pada memory terpakai sia-sia lebih baik saya hapus game ini.,1,2025-04-04 17:53:31,id
pity sampahh kalah rate off terus,1,2025-04-04 15:13:00,id
untuk login di awal title screen sangat lama hingga tidak bisa login,1,2025-04-04 14:49:23,id
"macam mana nih akun saya, masa harus ngulang lagi dari lv1 padahal udah lv43 loh. itu bug nya parah banget udah cape2 naikin",1,2025-04-04 12:54:38,id
"gamenya bagus sih cuman sering nge bug aja kalo level dah tggi, ntah karna hp kentang,atau kouta..",3,2025-04-04 11:30:20,id
bagus cuma ada lag dikit aja,5,2025-04-04 10:41:44,id
loading soo low i can't play,4,2025-04-04 06:50:03,id
Ngebug mulu,2,2025-04-04 04:59:56,id
sering stuck game nya harus relog terus kalau habis selesai mengerjakan misi chapter dll,1,2025-04-04 02:51:24,id
"Stupid developer, please fix the gameplay, it's okay, but the network problem is really annoying, please fix it if there's no problem anymore, this game is really good",2,2025-04-04 01:00:55,id
keren sangat nih game grafiknya,5,2025-04-04 00:52:02,id
"game yang bagus awalnya tapi makin lama sangat jelek. setelah update malah muncul bug yang membuat akun disuspensi. giliran mau komplain ke customer service tidak bisa. kalau pengembang game tidak niat untuk memperbaiki jangan membuat game. jelek sekali, sedikit sedikit server error atau aktivitas abnormal padahal tidak melakukan apa apa. GAME INI TIDAK KU REKOMENDASIKAN",1,2025-04-03 23:45:45,id
kasian hp kentang gk bisa main,2,2025-04-03 23:15:55,id
"untuk sekarang saya kasih bintang 2 dulu, soalnya masih ada bug perihal ngestuck dan jalan satu-satunya harus relog. jujur itu sangat bikin saya kesal dan lelah sekali karena mondar-mandir di loading screen. harapan saya, semoga cepat di betulkan. saya kira ini akan menjadi game yang akan menjadi terdepan nantinya. terimakasih🙏",2,2025-04-03 22:54:36,id
Aduh anjinh gw download GK bisa masuk layar ful hytam anjeng emang udah GK bisa login aduh ngabisin data,1,2025-04-03 22:34:09,id
dulu lumayan berat sekarang jadi berat banget hadehhh,5,2025-04-03 21:41:30,id
"Jelek bgt masi bnyk bug sama lag nya parak banget, masa maen game genshin yg lebih berat lancar main game ini malah lag parah kalo belum dibenerin rate ku gakn berubah",1,2025-04-03 21:07:21,id
"tolong perbaiki masalah stuck loading, masa iya mau nikmatin main gamenya harus relog"" mulu",5,2025-04-03 19:57:34,id
mendonlod data lama baget,1,2025-04-03 19:44:37,id
TOLONG CS NYA INI GAME KENAPA YAHH.. PADAHAL RESOLUSI NYA UDH PALING RENDAH MASIH AJA SUKA NGE FREZEE LOADING BERHENTI TRUS.. TOLONG LAH DI BANTU,4,2025-04-03 19:39:33,id
"bagus si gamenya cuman banyak bug stuck dimana"" segera diperbaiki lah",3,2025-04-03 19:30:45,id
