text,label
"Masih banyak bug nya, pas lagi play stuck/ crash di pertengahan game, tolong buat developer di kembangin lagi biar tidak jadi hal seperti itu",negatif
Cannot login,negatif
Main HSR Main Honkai lancar jir giliran main nih game patah²nya kerasa bht najis,negatif
"Game nya kok tiap mau lanjut misi kok ga bisa dilanjutin ya, tolong dibenerin bug nya devolop",positif
kacau ini Bug masi belum ilang ilang nge stak Mulu di awal ga bisa masuk padahal hp ram 16,negatif
"gamenya bagus saya suka game ini karena saya sudah baca manhwanya jadi saya suka, tapi ada yang harus di perbaiki ini game saran saya kalo bisa ini game di kasih auto look biar lebih gampang ngelook musuhnya",positif
"Padahal game nya bagus. Tapi sedikit sedikit update. Update lagi, ntah bagian apa yang di update.... Pas Sudah di update bukan nya makin bagus malah makin busuk...!!!!!!!!!!!",negatif
Tolong saat main saya trus kalah gara² waktu nya abis tolong di panjangkan waktunya jangan 3 menit terlalu bentar kalo lagi lawan musuh yang kuat nya,negatif
Why can't I enter the game? always stand at the download table what's wrong with your game developer,negatif
menurut saya game nya bagus grafik nya juga ok,positif
Bugnya masih parah,negatif
"Game Ter seru menurut ku, karena aku ingikutin alur cerita game ini juga dan nonton anime nya jadi berasa banget feelnya. Dan untuk teman² yang ingin bermain secara lancar tanpa ada fps drop, ku saranin pakai device HP ram 8 dengan prosesor yang mempuni. Overall ini game seru dan ramah f2p jika kamu suka farm setiap harinya, dan kumpulin tikect or diamond buat gacha character. Rate gacha nya juga bagus ko ga ampas² banget lah ya. Semoga kedepannya makin banyak event gratis di game ini.👍🏻",positif
game nya seru cuma sayang suka stuck loading dan suka ngebug,netral
bug nya astaga parah banget si buat player mobile,negatif
apaan coba peyimpanan gak mendukung sedangkan peyimpanan saya masih banyak sekitar 10gb lebih malah diberi peringatan peyimpanan gak mencukupi,negatif
Sering bug,negatif
Tolong banget buat developer ini game nya bagus sih cuma banyak banget bug jadi buat bagian bos di stage nya gak kena damage sampai kalah gara² kehabisan waktu tapi darah bos stage nya tidak berkurang sedikit pun,negatif
"apalah tabel unduhan udah 100% tapi ga masuk"" apa sih",negatif
"banyak bug nya, seperti di loading screen dan lain2",negatif
developer tolong di story mode kasih tambahan waktu 3.25/3.50 agar player tidak kesusahan saat memainkan story mode mohon di baca kritik ini terima kasih.,netral
edan keren gila nih game,positif
"Engine nya kurang ringan kurang smooth Juga ke gameplay nya, harus bisa di tingkatin lagi sampai di tingkat game pgr Hp ringan pun smoth main pgr, harus sampai kesitu pengembangan game play nya",netral
Game full bug,negatif
Bug dan loading lama,netral
Banyak bug nya loading srene nya diem terus😡😡😡,netral
"Gw player dari cbt sampe hari ini malah kena banned tanpa sebab, kecewa",negatif
Game bagus bgt sebenarnya cuma cape bgt main di hp kalo pas mau masuk dungeon stck harus keluar terus ngulang lagi buka gamenya.gw kira hp gw yang gk kuat tapi ini ah gamenya ternyata.,positif
"Gamenya bagus, cuma bug loading screen nya ganggu banget, bikin ilang mood pas mau gate atau story",negatif
"게임은 괜찮습니다. 다만 게임의 버그를 모두 없애고, 업데이트할 때 버그를 부지런히 수정해 주세요.",positif
Game nya bagus cuman kalo update anjir kok gak kira-kira ya huhuhuhu sad,positif
makin update makin menjadi jadi bugnya nih game rusak,negatif
"Yang komen gamenya sering lag/stuck itu tu jangan dipaksain, device-nya yang kurang cocok buat gamenya,gua aman² aja tu sampek sekarang, device gua rog phone 5,yang notabene hp udah bukan era jayanya,tapi masih kuat buat main ni game",positif
Update fix bug tapi malah masih banyak bug diloading atau main chapter sampingan yang turun menitnya gak ngotak,negatif
Membosankan game yg sangad ribet,negatif
Game nya sangat seru🔥🔥,positif
"untuk game ini sangat bagus sekali, selain Naruto ini juga bisa mobile juga",positif
Game banyak bug doang nga ada yg bagus👎👎👎👎,negatif
Dapet 2 Hunter SSR GAK MUNCUL DI DAFTAR HUNTER.. UDAH KELIAR DUIT!!!,negatif
"Dear developer, The game is cool, good and exciting, but there are still bugs that haven't been fixed, please fix the existing bugs first.",positif
Game cacat banyak error nya sering stuck loading ga worth it,negatif
"Tolong DEVELOPER,Ini kok gamenya frorclose tolong ini kenapa",negatif
Bug Only,negatif
Kenapa setelah update gak bisa masuk saya tolong lah di perbaiki sistem nya developer,netral
Ini game berat bgt di hp konnnn,negatif
"Untuk game nya udah bagus cuman untuk game nya masih berat di perangkat android,waktu main game yang lain lancar-lancar saja,jadi tolong dioptimalkan lagi gamenya biar kita nyaman untuk memainkannya.Saya mohon tolong ditanggapi ulasan dari saya terimakasih",positif
Jelek dan membosankan,negatif
"Banyak bug nya Beberapa item hilang saat di beli pas kena blank page, Habis update malah di kasih peringatan sistem, di duga melakukan tindakan tidak wajar 😅",positif
Gameplay bagus,positif
"Game tai, gk ngecheat dituduh ngecheat",negatif
setelah update tidak bisa masuk game padahal wifi lancar,negatif
ini game enak bagus dan amazing tapi ini game terus keluarin kan saya baru di ganggu begini saya kasi 2 bintang,negatif
"Malah updet lgi, bug parah aja belum diperbaikin malah updet baru lagi hedeeeh",negatif
Game apa ini guwa tung gusam PEK 3 jam baru masuk,negatif
Asa update wae bagong beak ath penyimpanan aing goblog,netral
stuck di loading screen gajelas padahal udah excited bgt mau maininnya udah hampir 10 x relog sampe bolak balik hapus gamenya ttep sama aja,negatif
Game aneh main belum ada 1 menit baru juga login dikit' stuck loading,negatif
Baru dwonload aja udah 8 giga lebih.. Anjir lah.. Semoga game nya gk mengecewakan..,netral
Astaghfirullah padahal baru aja di update udah update lagiii:),positif
"gamenya lumayan seru, ceritanya juga hampir mirip manhwanya, game playnya juga enak dimaenkan, overall sudah cukup bagus, semoga terus dipertahankan dan ditingkatkan. tapi tolong loading screen nya masih terlalu lama. tolong perbaiki bug loading screen nya terima kasih.",positif
Game cacad Bug banyak Stack loading mulu Dari dulu bug loading gk pernah d benerin,negatif
Kerja Bagus. Game ini sangatlah bagus karena dari yang kulihat game ini itu hampir kaya 3D aja itu sangat mengasikan dan luar biasa karena efek skillnya menarik dan keren. Terima kasih telah membikin game yang sangat seru ini.,positif
"Game nya keren, grafiknya mantap",positif
mantap dapet ssr dari 20x gacha,positif
Event Selalu Update dan Banyak.,positif
"Hello game developer, greetings, I want to file a complaint. Why can't I play this game? I get a security alert pop up. Why is that? What's wrong?",negatif
Baru mau donwload sih🗿,positif
APA SIH UPDATE MULU KEMARIN UDAH UPDATE SKRG UPDATE LAGI?,negatif
Pokonya Game yang bagussssss 💥💥💥💥💥,positif
"game nya bagus seru dan keren, dan tolong min bug yang ada di perbaiki dan untuk hp ram 4 agar bisa lancar min hehe😁",positif
Loading masuk gemes solo leveling butuh penyimpanan data sudah di update mohon maaf saya uninstall,positif
Game nya bagus grafik sudah pake 4k recomend game satu ini,positif
Kelass game seru bet Grafik hd keren bet brok,positif
Good game... Bansosnya banyakin lagi...,positif
Game ini bagus grafik nya uhhh mantap jadi gw kasih bintang 5,positif
"Setelah di update kenapa makin sering ngestuck? Bukan hanya sekali tapi berkali-kali, tolong game nya di perbaiki dan di cari masalah stucknya kenapa.. Klau sudah d perbaiki akn saya rating Bintang 5",negatif
"Setelah update malah gak bisa masuk sama sekali, stuck loading screen 😭",netral
"Game udah bagus,buat yang ngeluh stuck loading,kek nya ni game min ram 8 wak🗿😭 pake ram 4 ngestuck juga soalnya,giliran pake yg ram 8 lancar woilah😭",positif
Ini game tiap minggu update terus... Haduh... Kurang sensasi hiburannya,positif
Ini mah bukan solo leveling tapi solo loading🤣🤣🤣,positif
Update terus dibuka kaga bisa,negatif
Stuck loading screen min,negatif
"Bug dari awal sampai sekarang untuk penguna mobile gak pernah di fix,update kemaren malah nambah big lagi,kalau tidak mampu untuk urus game mobile jangan buat lah,udah game busuk bug banyaknya ampun,gak pernah pula di fix sma pengembang",negatif
"udah makin kebanyakan ni bug nya game penuh dengan bug,black screen,loading terlalu lama,tidak mau login,karakter menghilang,rendering warna nya pecah,tiba tiba loading pas lagi main,tolong dong di fix ini saya mau serius sama ni game mana kena ban lagi padahal ga ada ngapa ngapain",negatif
"Overall bagus, kasih bintang 4 dulu.. Masih ada bug loading nya, Tolong di benerin",positif
Oke makasih udah bisa main,positif
"Sepertinya belum sempurna. Masih banyak bug, Loading yang lama, suka stak di in game maupun di Lobi Room.. grafik yg cendrung patah patah.",negatif
"min why did you upgrade first, do you want to use up the package or something?",negatif
kenapa tidak bisa login?,negatif
please help me why can't the game be downloaded even though it's 100%,positif
too much loading,positif
Update mulu baru lagi MT update lagi hadeh,negatif
Koo setiap update saya suruh download data lagii yaa,positif
"sumpah bug loading ngerusak mood main, tolong lah di perbaiki untuk user handphone. kami juga pengen main ini game dengan tenang. ini kan game solo jadi tolong di perbaiki lagi untuk masalah jaringan. buat gane lain oke"" aja jaringan nya pas login solo leveling kerasa berat banget",negatif
"Developer tolong lah perbaiki bug server atau bug apalah menganggu sekali, apalagi yg main di handphone, udah lah file download besar sering force close sendiri, kalian punya game ada komunitas nya jgn di rusak dong, padahal ini game bagus sebenernya, cuma hal kyk gini sangat merusak, ingat kalian ada dan berkembang, karna ada player",netral
Wkwkw dari awal rilis sampe sekarang masih aja sama . GK ada perubahan sama sekali banyak bug makin parah aja. Makin gk sehat,negatif
Kalo bug loading nya di perbaiki sama bug yg lain2 nya gua kasih rate 5,negatif
Game bagus,positif
Habis update gak bisa masuk muter muter aja. Main game lain lancar,netral
Bug nya gmna ini Masi aja gak di beresin Beresin dong bug nya,positif
"bug di loading, harus relog game terus",negatif
Kenapa gak bisa login start game,positif
"gameplay bagus, overall semua bagus tapi kurang 1 yang bikin gua mood hilang saat main karena bug stuck di loading",positif
"Game nya udah bagus, cuman tolong kasih fitur untuk ngehilangin teks damage nya dong",positif
"Eror Mulu game nya tolong di perbaiki dong buat android biar lancar waktu bermain,",negatif
Up date mulu dah,positif
APAAN DAH NI GAME TIAP HARI UPDATE MULU APA YG DI UPDATE SIH SAMPAH BANGET,negatif
"Developer makin kesini makin baik, buat newbie enak. Keren gamenya",positif
Kren smua nya.. hanya saja trkdng ska lelet sdikit dan jringan yg ckup stabil,positif
"Gamenya overall bagus, mohon ditingkatkan lagi biar gak terjadi bug minor pas dimainkan di gadget smartphone ya😎",positif
Kebanyakan update bang.. Sehari 3x busettt,positif
game nya enak si tpi knp ya ngestuck di loading saya harap bug ini di perbaiki,positif
"Habis update banyak bug, masuk dungeon balik lobby mulu, masuk pulau jeju sama juga, ada tulisan game tidak berjalan normal, padahal sebelum update aman"" aja",positif
Biasa aja,positif
"Alur gamenya sih oke, cuman ini game crash melulu.. ya kali Poco F series sama IQOO yang pake chipset terbaru SG 8 Elite gakuat, Aneh banget, tiap loading crash melulu.. developernya juga tutup mata aja, bukannya di benerin bug nya.. ASW",negatif
"mohon untuk pihak netmarble selaku developer maupun publisher, bisakah kalian cek kembali game yg sedang kalian kembangkan ini, saya mengalami kendala yg mana setiap melakukan quest dungeon selalu ada notif "" gsme tidak berlangsung normal "" inl terus berkelanjutan, sampai sini mode apa yg harus saya mainkan ??? bisakah segera memperbaikinya ini segera? jangan sampai rating game ini terus anjlok karna malasnya quality control dari tim untuk game ini, makasih",negatif
Habis update kok stay di Tabel Unduhan yg sudah 100% padahal. Tolong perbaiki masalah ini develover,netral
Kok gak bisa mainin gate bug mulu.tolong minta di perbaiki,positif
Baru update smua konten yg masuk dugeon g bisa...g gercep dev nya...,netral
SOLO BUGGGGG KETIKA MAU MULAI BERMAIN STORY DI SURUH KEMBALI KE LOBBY TERUS ANEH....,negatif
Bug bug stack,negatif
"Oii ini game kenapa gak bisa laporkan bug gamenya, ini kagak bisa selesaikan event nya aku",negatif
"Permainan yang sangat menarik dan seru, tetapi sayangnya terdapat kendala, Seperti, game tidak berlangsung normal Mohon bantuannya tim developer solo leveling: arise name:HANSS ID:SB75NI semoga di balas terimakasih",positif
After the update there are many bugs,negatif
Baru update nambah bug,netral
Habis update gak bisa dibuka njir,netral
Download doang gabisa login game Apaan ini,negatif
"Sering stuck di loading dan harus restart game, jadi bikin males main",negatif
Ini kenapa. tidak bisah masuk ke dalam aksi(cerita/get/danjen) pas masuk disuruh ke lobby Mulu tolong ini bug atau hp saya yg tidak bisah tarik game nya -P55 5g -RAM 6+6GB -ROM 128GB -D6080 6nm 5G Prosesor,negatif
Pleasee addddd player vs player !!,positif
setiap maen selalu ada peringatan kembali ke loby ga jelas seblom nya ga pernah gitu,negatif
Update baru = bug baru,negatif
GAME TOLOL ABIS UPDATE 3.0 MALAH FRAME BANGET,negatif
Untuk masalah story sih bagus gw suka tapi yang jadi masalah masih banyak bug terutama di bagian loading screen sama layar yang blank hitam terus menerus dan harus ngulang lagi dari awal itu aja sih yang harus di perbaiki sama kontronya juga di bikin jangan terlalu kaku untuk developer mohon di perbaiki yaaa 🙏🏻🙏🏻,negatif
"Padahal jaringan bagus bagus aja, tapi kenapa tiap mau maen fight nya di semua Misi suka terputus jaringan",negatif
habis update kok bug mulu ya? tolong diperbaiki,negatif
Turun ke b1 soalnya divice handphone sering loading stuck. Sering report lewat email masih belum ada perbaikan danendapat balasan. Kalo sudah diperbaiki baru naikin bintang nya lagi. HANIS UPDATE MAKIN HARD STUCK. GIMANA INI?,negatif
Lah ini sehabis update kok malah eror pas masuk conten,negatif
"Game cacad, chapter banyak yang error gak bisa masuk,ampas nih game",negatif
Abis update banyak bug.,negatif
Setelah update gamenya jadi sering bug terjadi masalah di bawah ada kode angka 12 di minta kembali ke lobby atau hub kostumer service,negatif
Banyak ngeload,negatif
Terlalu banyak lag tidak bisa di gerakan karakter ketika melakukan tutorial juga tidak bisa digerakan banyak bug juga tolong di perbaiki,negatif
"nge stuck mulu dah, heran gw tolong benerin lah, biar orang pd nyaman main ini game",negatif
"Sering error saat pertarungan, setelah di update",negatif
habis update mau main story malah gak bisa 😒 uninstal aja lah 👎,negatif
"Game nya sangat menyenangkan, tapi kenapa sesudah update tidak bisa bermain di dalam game ? Tertera erorr ? Mohon arahannya ✌🏼",positif
Mohon maaf bagi developer nya kok game solo leveling habis di apdet kok mangkin ada buff nya sih padahall pas belum di apdet GK ada buff nya masa main date merah GK bisa masuk tolong diperbaiki lagi dong developer nya kalo sudah di perbaiki terimakasih mohon itu aja yang bisa saya sampaikan kepada developer nya,negatif
Bug loading in mobile pls fix,negatif
"Grafik dan permainan nya sudah bagus. Tapi item nya mahal"" wkwkwkw",positif
"Developer tolong lah perbaiki erornya khususnya buat hp, masa mau selesaikan chapter hard eror mulu, gimana mau bisa selesai chapternya",negatif
Sehabis update malah sering error balik lagi ke lobby. Tolong perbaiki,netral
Sehabis update kok akun saya tidak bisa game play min,positif
Tolong diperbaikin sistem nya eror Mulu mau nyerang malah layar hitam mulu,netral
apalah loading nge freeze stuck,negatif
Habis update malah stak di loding,negatif
"Mantap dah update terbaru Setelah sya coba"" Ternya udah ngga loading"" Lagi Mantap developer",positif
kepana sekarang pas ambil misi..selalu eror ya min,negatif
"Gamenya seru si, tapi kenapa terlalu banyak bug nya seperti tidak bisa masuk dalam pertandingan karena loading screen yang ngestak atau berhenti. kalo ini diperbaiki saya kasih bintang lima",netral
Buat developer tolong di lirik yang user HP saya main selalu banyak sekali bug frame drop sedangkan grafik sudah low semua buat main game lain saja lancar,netral
"Kualitas game ini semakin hari makin buruk, sulit sekali untuk masuk ke game dan bermain dengan lancar , terlalu banyak kendala dan itu tidak di benahi",negatif
Ngebug keluar Sendiri di chapter 10 terus muncul kode (12),negatif
aplikasi nya hd dan baguss fiturnya,positif
Great Game ..tetapi setelah update hari ini saya susah untuk masuk ke dungeon ..tolong perbaiki,positif
jamgan ada sih notivikasi cape tau tangan geklik tolong di kurangi saya juga tadi gak bisa main teerruuss tolong satu minggu kedepan udah bisa main lg tolong di kurangi ya,netral
"Game nya seru,tapi tolong perbaiki masalah bug nya,pas main malah error /ngebug jadi login ulang,tapi masih tetap ngebug,mohon diperbaiki 🙏🙏",positif
"Sangat bagus gamenya TPI di peruntukan buat hp yg bener"" mempunyai spek bgus",positif
After updet so many bug,negatif
"Sering stuck loading, sering force close, diperbaiki lagi",negatif
"Habis update ni game malah banyak bug,salah satunya bug stuck loading screen kalo kata gw mah mending ga ush pake update biarin aja versi sebelumnya gw mainin biar ga ada bug kek gini",negatif
"bagus game nya tapi banyak keluhan bug seperti bug loading stuck , bug claim, bug saat auto ,saya juga mengalami",positif
"Overall bagus cuman plissssssss laaahhh bug gk guna nya di perbaikiiiiii masa orang lagi seru seru nya main malah ada peringatan ""game tidak berjalan normal silahkan kembali ke lobby dan hubungi customer service"" kan males banget gitu loooo plisss lah netmarbleeeee perbaiki bug hug gk guna beginiii,ku kasih bintang lima kalo udaaahhh asli ganggu bangeetttttt!!!!!",positif
"yang merasa game ini banyak blank hitam, ngefreeze.. itu bukan gamenya guys.. tp hp kalian yang ga kuat, coba turunin graphicnya.. saya pake dimensity 9300+ lancar jaya.. gaada keluhan apapun saat main",positif
Setelah update game sering crash nggak bisa main,negatif
"Tolong banget buat Tim DEVELOPER SOLO LEVELING ARISE, buat memperbaiki bug yang sering terjadi (Khususnya di handphone) karena Bug loading stuck screen sungguh sangat meresahkan dan sangat mengganggu Mood dalam bermain, memang banyak yang mengakui bahwa game ini sungguh sangat luar biasa bhebat nya, dan mungkin karen",negatif
Game stuck tidak bisanhubjngi customer service untuk mebgatasi keluhan bug setelah update patch terbaru,negatif
baru update kok malah ga bisa di mainkan. bug di loading screen ngestuck di label unduhan padahal udh 100%,netral
"Mohon diperbaiki kembali, tidak bisa memainkan gate di mode manual",positif
Setelah update ada bug di in game..tolong di perbaiki secepat mungkin,netral
Grafik nya bagus,positif
"bagus jir, ga pelit diamond+kupon gacha semoga gini terus. dan jangan di persulit dan semoga juga event2 nya terus ada",positif
"Game nya bagus cuma efek hindaran yang couldon nya lama cukup merepotkan karena gw skill isue 😂😂, btw ini game sangat cocok di hp yang dukung grafik bagus menurut gw untuk di grafik rendah lumayan nyiksa pandang sih 😂",positif
"Udah update malah banyak bug, Tolong betulin developer 🙏🙏 nanti saya kasih bintang 5",negatif
"Bug In Game, ERROR Dungeon",positif
"Kenapa setelah update hari ini tgl.13 februari 2025 tdk bisa melakukan raid gate,story, dan raid lain nya juga tdk bisa,,,padahal game nya sdh bagus secara keseluruhan",netral
Bagus keren,positif
Game nya bagus tapi sayang sering loading lama n TDK bisa masuk padahal SDH mau bertanding tp TDK mau masuk jdi saya cman kasih tiga bintang ajh,netral
Bintang 4 Karena kalau lagi loading mau ke story atau mau masuk ke gate dll itu sering bug loading nya gak jalan berhenti di situ terus jadi harus reset,positif
banyak bug setelah update masalah jaringan padahal jaringan saya bagus,negatif
"bug di loading screen terus,tidak masuk masuk",negatif
Tolong dong udpatenya perbaiki dulu bug stak di loading... ngeganggu banget,negatif
Sebenarnya saya ga banyak protes tapi sewaktu update barusan saya jadi tidak bisa masuk ke gameplay manapun jadi saya tidak bisa mengumpulkan xp untuk naik level dan tidak bisa main,negatif
"habis update tambah parah .., masuk dungeon, gate, misi yg lain g bisa SAMSEK",negatif
Good job semoga game ini berkembang trus,positif
Abis update langsung ada bug nya Mohon segera di perbaiki karna tidak bisa memulai game di bagian storynya,positif
Cepatkan Bayar! I LITE THISSS,positif
Mohon untuk di Perbaiki bug loadingnya terima kasih,netral
"sebelum update di hp ram 8 gamenya lancar lancar, tapi setelah update terbaru kok gamenya patah patah lag sekali, kualitas gambarnya juga jadi burik jelek. mending jangan update data yang di pake update juga besar, bukannya tambah bagus malah tambah jelek kualitas video dan gambarnya.",netral
Keren abis,positif
Update patch baru malah gabisa in game selain lobby,negatif
Terima kasih update-nya sekaligus beberapa error juga masih ada jadi blm bisa sempurna,netral
"Saran untuk developer agar melakukan Revamp pada skill SungJinWu ya itu saat ulti bayangan, jangan pakai batas waktu tapi bisa di permanent kan agar si bayangan kya igris/ygrite, iron, bear tetep stay sampai mana/mp jinwu abis. Jadi kita sebagai pemain bisa ngatur mana bayangan yg dipilih untuk bisa stay sampe mana/mp nya jinwu abis",positif
Keluar terus,negatif
"BARU JUGA UPDATE BUG DIMANA MANAA TOLONG LAH UPDATE DI BERSIHIN BUG NYA, BUKAN MENAMBAH BUG. MASI BANYAK BUG STUCK TRS EROR IN GAME WHITE SCREEN DLL. GAME UDH BAGUS ENAK TP KEBANYAKAN BUG YG MENGHARUSKAN RELOG BER ULANG ULANG MENJADI MALAS UNTUK SKRG 2 BINTANG.",negatif
"Gameplaynya mantap bagus keren ngikutin jalan cerita dari komiknya ya, tapi semenjak update ada bug nya tolong dioptimal lagi.",positif
tolong ini saya tidak bisa main game solo leveling setiap masuk pas bagian menguduh data malah kapasitas tidak cukup padahal kapasitas saya masih banyak dan setiap login akun google itu malah mental keluar malah pas login lagi keluar terus gak bisa masuk game nya,positif
"game cukup bagus tapi tolong lebih dioptimalkan, gamenya kurang compatible. bahkan hp gue yg ramnya 13 masih lag walaupun udah rata kiri. Please optimize the game more, even my phone with 13 GB RAM still lags even though I use the lowest settings",negatif
Kok setelah update stuck di loading? Gak bisa masuk ?,positif
"Min kok aku pas main capter pasti ada tulisan ""kembali ke lobby karena geme eror"" tolong dijawab min🙏",netral
"setelah update game jadi gak bisa main story muncul tulisan ""game tidak berjalan normal mohon kembali ke lobby""",negatif
"Bagus si, tapi coba tambahin fitur buat adu power sama temen",positif
"sumpah baru udah update gua tungguin sampek berapa jam setelah update masih aja mentok d loading screen,hp gua juga gak kentang tapi ntah kenapa mau masuk aja gak bisa game rusak",negatif
Apa nih cuy kek gimana nih dah game nya kok nggk setelah audate nggk bisa jalanin misi,negatif
overall bagus tapi buat hp kentang sering bunyi 🗿🗿🗿,positif
game nya bagus mantap kuku bengkak mantap banget pokoknya celu,positif
Kok g bisa masuk ngestak di tabel unduhan,netral
pertahakan/tingkatkan lagi,positif
Habis update malah makinbbanyak bug nya.. Game tidak normal lah..ngebug di loading lah.. sering ngesatck waktu in game lah.. gak niat amat bikin game.. download doang ukuran besar pas maen game bikin gak PUAS,negatif
smph ini game aslinya bagus. tapi sayang nya masalah di loading.. nih kamis 13 feb nih abis maintenance masuk story bermaslaah trus kata tulisannya balik lobyy tapi malah itam layarnya. trus pindah dari 1 layar ke layar lain delay bet. pdhal maen genshin lancar² aj. sebaiknya si lobyy nya loby diem aja kek ml ato ff tuh biar ga makan bnyk penyimpanan dan lag. buat apa loby gerak kalo bisa di teken lewat pengaturan juga gede² peyimpanan doang. udah yg laennya udh bagus tinggal gmn biar ga leg² aj,netral
"Seru parah sih,, tpi agak berat bahkan di ram 6/128",positif
Bug screen dll bikin males main,negatif
"Konsep nya bagus, pas di update malah banyak bug. Bolak balik restart ga bisa. Masuk gate juga gabisa hmmm",negatif
"Secara keseluruhan sebenernya game nya seru bet, cuman masalah di optimalisasi aja sih selain itu cukup bagus apalagi di bagian gacha yang masih adil menurut ku, semoga lebih dikembangkan lagi",positif
ni game seru bet anjir sampe ketagihan gw,positif
"setelah update banyak bug nya, tolong diperbaiki Netmarble",negatif
Kok saya gak bisa main karena kesalahan main ten nise,netral
Saran kalo pedang udah b 10 jangan di kasih lagi atau kalo dapet lagi di konpersikan jadi token haca atau apalah lainnya,positif
"Tiap main,tiba tiba keluar sendiri, ada notifikasi costamer",negatif
Frame rate patah2. Habis maintenance malah stuck d loading pas masuk gate,netral
Setelah update susah main Sering terjadi kesalahan setiap kali memulai pertempuran 😤,negatif
Mantapp.. Bnyakin lgi giftnya..,positif
Abis di update malah jadi sering crash Gajelas nih game,negatif
Punya gwa gk bisa dibuka,negatif
"Setelah update, loading sudah 100% malah stuck tidak masuk in game kocak",negatif
"Wkwkwwk lag"" Hp udh yg paling rekomendasi masih aja ada kaku""nya wkwkwkwkwkwkwk",negatif
Bagus cuma sering berhenti di loadingnya saat bermain di dalam gamenya.,positif
Game nya bagus Tapi sering loading setelah pertandingan nya ngestack,netral
Jangan di download. Ngebug loading screen,negatif
Kasih lh banyak gratis tiket sama coin,positif
Bagus loh kenapa 3.6,positif
kerennn,positif
Game ter mantap-mantap untuk saya yang suka game seperti ini. Tingkatkan lagi.,positif
"Blum optimal buat android, terlalu ngelag",netral
"Bagus banget gamenyaa, tapi tolong lahh dipermudah Dapet Exp buat up level Sung Jin Woo, stuck level 55 nih😭😭😭",positif
Sudah jarang loading kalau pakai wifi. Minimal tu gak loading di tengah tengah fight,negatif
Sudah Habis Banyak Data Pas Mau Masuk Server Bermasalah. game tidak jelas👿,negatif
Saya kasih 2 bintang... Gamenya bagus tapi terlalu berat untuk hp menengah ke bawah,negatif
"Lumayan seru, hanya Log in pertama ke game kebanyakan loading nya, mohon dikurangi min",positif
baru pengen maen malah update 🗿,positif
"I really like the game Solo Leveling: Arise. The game is very friendly to free players like me, hopefully the game will be better. And I want to give a little input about bugs, please Fix the bugs in the solo Leveling game, because quite a lot of players are unhappy with some of the bugs in the game 🙏.",positif
"So far,, good..! Untuk manusia2 yg ngeluh bug lah, lag lah, stuck lah force close lah, crash lah patah2 lah. Woi,! Sadar.! Game udh berkualitas, ganti juga smartphone lo sama yg berkualitas.! Please don't be idiot.",positif
"kenapa pas dihalaman pertama loading nya lama, ngestuck disitu aja, download data dah done loh.",negatif
"game nya bagus banget, cuma ya tolong ini bug muter2 nya di benerin dong. gw main pake wifi/paket data sama aja ga ada beda nya",positif
"Gamenya bagus, menarik. Tapi tolong lebih di optimalkan lagi gamenya",negatif
"Tolong lah dev benerin stuk loading di android Ini game udah bagus saya juga suka sekali, tapi bbrpa kali sering stuk loading itu yg bikin gak betah main ini di android",negatif
Gem ny mantap sekali,positif
Game favorit.,positif
Tolong dong ini untuk frame ratenya di kasih 90fps biar gk drop banget,positif
Bug stuck loading tolong segera di perbaiki,positif
mantap😹,positif
loading screen sering stack dan fps tidak stabil,negatif
Bagus sih grafik nya tapi banyak bet bug nya jadi males main lagi,netral
"Game ny sudh lumayan bagus, saran buf"" Yg lain tolong di perbaiki. Saya sudh ubah ke. Grafik rendah, malah berubah lgi...",positif
Story yg GK ada di manhwa nya ada game ini contoh nya Cha hae-in yg di rekrut jdi Hunter rank( A ) dan Cha hae-in istri gw,positif
arise🗣️🔥,positif
bagus sihhh developernya juga baik ngasih gratisan terus,positif
tolong diperbaiki masalah frame dropnya untuk android 11 ke atas,netral
Nice Game.. Good luck developer..,positif
Baru tau ada gamenya,positif
Game ny udah bgus bnget jdi tolong untuk yg punya kendala di device jngn kasih rating sembarangn. Itu device klian yg blum maximal untuk mainin ni game mkny bnyak bugny. Ok untuk developer maju truss,positif
Loading loading loading :(,netral
"Game busuk, emng harus bangat main di HP yg bagus kah? Gw setiap main knpa stack di loading nya si, jangan mentang"" Lu game bagus gitu loh! Iya masa main di rom 128 banyak banget bug nya, coba dah lu perbaiki lagi, tolong min di perbaiki😒",negatif
Ternya benar ada bug di bagian loading screen. Developer pun kayaknya cuek dengan hal ini.,negatif
"main 1 jam cuma dapat emosinya gara gara stuck loading, kalau ga niat bikin game mending ga usah",negatif
Game diluar akal manusia lawan boss langsung 3 padahal berbeda jauh rekomendasi daya tempur nya di misi 209.000 sedangkan daya tempur saya 270.000 tetap susah dikalahkan sini develoeper belum tentu bisa main,negatif
Apk tidak berjalan,negatif
"Pliss bug di loading screen di fix pliss Daripada kebanyakan update tapi bug ga selesai selesai sama aja bikin males main Ciri ciri developer ga pernah dengerin para pemainnya, dikira yang dibutuh cuma code Redeem",negatif
Login nya harus di ulang ulang mulu,negatif
"Banyak x bug dmna"" loading nya lama banget, game nya udah jalan aneh banget",netral
Gak tau bug apa enggak tapi kok aku gabisa masuk,negatif
"buset pas main boros banget pengunaan baterainya.. saya saranin ada fitur setting-an hemat baterai/hemat penyimpanan.. padahal baru setengah jam ,make redmi note 10 pro nguras nya baterainya deress",negatif
Udah download data in game 6 GB eh pas mau main malah suruh download lagi 6 GB niat bikin game gk sih,negatif
